																																																																													
			SIMRAD PRICE LIST	000-15405-001	000-15405-001																																																																								
		000-16013-001	NSS 4-10 MFD, WORLD BASEMAP	3635.6400000000003	3544.7490000000003	0.282051282051282	999.8009999999999	4544.55	4999		2.5	10		Navigation Systems	NSS® 4	NSS 4-10 MFD, 10-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in dual channel 1 kW echosounder, GPS, Gigabit and 10/100 Ethernet, Video Out, WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	4544.55	9420064129935																																																											
		000-16275-001	NSS 4-10 MFD, NO SONAR	3272	3190.2	0.2820512820512821	899.8000000000002	4090	4499		2.5	10		Navigation Systems	NSS® 4	NSS 4-10 MFD, NO SONAR, No Chart. 10-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in GPS, Gigabit and 10/100 Ethernet, Video Out, WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	4090	9420064135417																																																											
		000-16016-001	NSS 4-12 MFD, WORLD BASEMAP	4508.36	4395.651	0.28205128205128205	1239.799	5635.45	6199		2.5	10		Navigation Systems	NSS® 4	NSS 4-12 MFD, 12-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in dual channel 1 kW echosounder, Gigabit and 10/100 Ethernet, GPS, Video Out / Video In (or USB), WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	5635.45	9420064129966																																																											
		000-16276-001	NSS 4-12 MFD, NO SONAR	4144.728	4041.1098	0.28205128205128194	1139.8001999999997	5180.91	5699		2.5	10		Navigation Systems	NSS® 4	NSS 4-12 MFD, NO SONAR, No Chart. 12-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in GPS, Gigabit and 10/100 Ethernet, Video in / out, WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	5180.91	9420064135424																																																											
		000-16019-001	NSS 4-16 MFD, WORLD BASEMAP	5817.456	5672.0196000000005	0.2820512820512819	1599.8003999999992	7271.82	7999		2.5	10		Navigation Systems	NSS® 4	NSS 4-16 MFD, 16-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in GPS, Gigabit and 10/100 Ethernet,  Video Out / Video In (or USB), WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	7271.82	9420064129997																																																											
		000-16277-001	NSS 4-16 MFD, NO SONAR	5453.816000000001	5317.470600000001	0.282051282051282	1499.7993999999999	6817.27	7499		2.5	10		Navigation Systems	NSS® 4	NSS 4-16 MFD, NO SONAR, No Chart. 16-inch SolarMAX™ high-definition display. Qualcomm® 8-core processor. Built-in GPS, Gigabit and 10/100 Ethernet, Video In / Out, WIFI. World basemap. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	6817.27	9420064135431																																																											
																																																																													
		000-13237-001	NSS7 evo3 with World Basemap	1744.7279999999998	1701.1097999999997	0.28205128205128216	479.80020000000013	2180.91	2399		2.5	10		Navigation Systems	NSS® evo3/S	NSS7 evo3 - All in one multifunctional display. Built-in dual channel CHIRP sonar, GPS and WIFI. Support for chart options, Radars, Autopilot, Instrumentation and much more.	2180.91	9420024154076																																																											
		000-15405-001	NSS9 evo3S with World Basemap	3053.816	2977.4705999999996	0.2820512820512822	839.7994000000003	3817.27	4199		2.5	10		Navigation Systems	NSS® evo3/S	NSS9 evo3S is an all-in-one MFD, with built-in dual channel CHIRP sonar, GPS and WIFI. Support for chart options,  Radars, Autopilot, Instrumentation  and much more.	3817.27	9420064113590																																																											
		000-15406-002	NSS12 evo3S with World Basemap	4181.088	4076.5607999999997	0.28205128205128205	1149.7992	5226.36	5749		2.5	10		Navigation Systems	NSS® evo3/S	NSS12 evo3S is an all-in-one MFD, with built-in dual channel CHIRP sonar, GPS and WIFI. Support for chart options, Radars, Autopilot, Instrumentation and much more.	5226.36	9420064130184																																																											
		000-15407-001	NSS16 evo3S with World Basemap	5090.183999999999	4962.929399999999	0.2820512820512822	1399.8006000000005	6362.73	6999		2.5	10		Navigation Systems	NSS® evo3/S	NSS16 evo3S is an all-in-one MFD, with built-in dual channel CHIRP sonar, GPS and WIFI. Support for chart options, Radars, Autopilot, Instrumentation and much more.	6362.73	9420064113613																																																											
																																																																													
		000-16215-001	NSX 3012UW NO XDCR ROW	3199.27272	3119.2909019999997	0.2820512820512822	879.7999980000004	3999.0909	4399		2.5	10		Navigation Systems	NSX® ULTRAWIDE	NSX 3012UW, Smart chartplotter / fishfinder. 12-inch ultrawide high-definition display. Built-in 1 kW echosounder, GPS, and WIFI. A C-MAP® DISCOVER™ X or REVEAL X™ chart card is required. No transducer.	3999.0909	9420064132416																																																											
		000-16279-001	NSX 3012UW,AI3-IN-1,ROW	3308.36368	3225.654588	0.2820512820512821	909.8000120000002	4135.4546	4549		3.5.	10		Navigation Systems	NSX® ULTRAWIDE	NSX 3012UW, Smart chartplotter / fishfinder. 12-inch ultrawide high-definition display. Built-in 1 kW echosounder, GPS, and WIFI. With Active Imaging™ 3-in-1 transducer. A C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	4135.4546	9420064135455																																																											
																																																																													
		000-16212-001	NSX 3015UW NO XDCR ROW	3999.27272	3899.2909019999997	0.28205128205128216	1099.7999980000004	4999.0909	5499		2.5	10		Navigation Systems	NSX® ULTRAWIDE	NSX 3015UW, Smart chartplotter / fishfinder. 15-inch ultrawide high-definition display. Built-in 1 kW echosounder, GPS, and WIFI. A C-MAP® DISCOVER™ X or REVEAL X™ chart card is required. No transducer.	4999.0909	9420064132386																																																											
		000-16278-001	NSX 3015UW,AI3-IN-1,ROW	4115.6364	4012.7454900000002	0.282051282051282	1131.80001	5144.5455	5659		3.5	10		Navigation Systems	NSX® ULTRAWIDE	NSX 3015UW, Smart chartplotter / fishfinder. 15-inch ultrawide high-definition display. Built-in 1 kW echosounder, GPS, and WIFI. With Active Imaging™ 3-in-1 transducer.A DISCOVER™ X or REVEAL X™ chart card is required.	5144.5455	9420064135448																																																											
																																																																													
		000-15215-001	NSX 3007 No Transducer. ROW	1090.184	1062.9294	0.2820512820512821	299.80060000000003	1362.73	1499		2.5	10		Navigation Systems	NSX®	NSX 3007 - Smart Chartplotter / fishfinder. No Transducer. No Chart. 7-inch SolarMAX™ high definition display, Built-in 1 kW echosounder, GPS, and WIFI. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	1362.73	9420064110025																																																											
		000-15379-001	NSX 3007 Active Imaging. + AUS/NZ Chart	1381.088	1346.5608	0.282051282051282	379.7991999999999	1726.36	1899		3.5	10		Navigation Systems	NSX®	NSX 3007 - Smart Chartplotter / fishfinder. Active Imaging™ 3-in-1 transducer. 7-inch SolarMAX™ high definition display. Built-in 1 kW echosounder, GPS, and WIFI. Next-generation C-MAP® DISCOVER™ X chart card of Australia and New Zealand included.	1726.36	9420064112043																																																											
																																																																													
		000-15219-001	NSX 3009 No Transducer. ROW	1599.272	1559.2902	0.28205128205128205	439.7998	1999.09	2199		2.5	10		Navigation Systems	NSX®	NSX 3009 - Smart Chartplotter / fishfinder. No Transducer. No Chart. 9-inch SolarMAX™ high definition display, Built-in 1 kW echosounder, GPS, and WIFI. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	1999.09	9420064110063																																																											
		000-15380-001	NSX 3009 Active Imaging. + AUS/NZ Chart	1744.7279999999998	1701.1097999999997	0.28205128205128216	479.80020000000013	2180.91	2399		3.5	10		Navigation Systems	NSX®	NSX 3009 - Smart Chartplotter / fishfinder. Active Imaging™ 3-in-1 transducer. 9-inch SolarMAX™ high definition display. Built-in 1 kW echosounder, GPS, and WIFI. Next-generation C-MAP® DISCOVER™ X chart card of Australia and New Zealand included.	2180.91	9420064112050																																																											
																																																																													
		000-15223-001	NSX 3012 No Transducer. ROW	2908.3599999999997	2835.651	0.28205128205128205	799.799	3635.45	3999		2.5	10		Navigation Systems	NSX®	NSX 3012 - Smart Chartplotter / fishfinder. No Transducer. No Chart. 12-inch SolarMAX™ high definition display, Built-in 1 kW echosounder, GPS, and WIFI. A next-generation C-MAP® DISCOVER™ X or REVEAL X™ chart card is required.	3635.45	9420064110100																																																											
		000-15381-001	NSX 3012 Active Imaging. + AUS/NZ Chart	3053.816	2977.4705999999996	0.2820512820512822	839.7994000000003	3817.27	4199		3.5	10		Navigation Systems	NSX®	NSX 3012 - Smart Chartplotter / fishfinder. Active Imaging™ 3-in-1 transducer. 12-inch SolarMAX™ high definition display. Built-in 1 kW echosounder, GPS, and WIFI. Next-generation C-MAP® DISCOVER™ X chart card of Australia and New Zealand included.	3817.27	9420064112067																																																											
																																																																													
		000-14448-001	GO7 XSR - w/o Transducer	835.64	814.749	0.28205128205128194	229.80099999999993	1044.55	1149		2.5	10		Navigation Systems	GO	Simrad GO7 XSR – 7’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface.	1044.55	9420024172162																																																											
		000-14446-001	GO7 XSR - w/ HDI Transducer	970.90912	946.636392	0.28205128205128216	267.0000080000001	1213.6364	1335		3.5	10		Navigation Systems	GO	Simrad GO7 XSR – 7’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface. Includes M/H HDI Transducer.	1213.6364	9420024172148																																																											
		000-14870-001	GO7 XSR - w/ Active Imaging 3-in-1 Transducer + C-Map AU/NZ	1039.272	1013.2901999999999	0.2820512820512821	285.7998	1299.09	1429		3.5	10		Navigation Systems	GO	Simrad GO7 XSR – 7’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface. Includes Active Imaging 3-in-1 transducer.	1299.09	9420024177327																																																											
		000-14444-001	GO9 XSE - w/o Transducer	1199.272	1169.2902	0.2820512820512821	329.7998	1499.09	1649		2.5	10		Navigation Systems	GO	Simrad GO9 XSE – 9’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface.	1499.09	9420024172124																																																											
		000-14445-001	GO9 XSE - w/ HDI Transducer	1562.912	1523.8392000000001	0.282051282051282	429.8008	1953.64	2149		3.5	10		Navigation Systems	GO	Simrad GO9 XSE – 9’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface. Includes M/H HDI Transducer.	1953.64	9420024172131																																																											
		000-15618-001	GO9 XSE - w/ Active Imaging 3-in-1 Transducer + Halo20+ Radar	3562.9120000000003	3473.8392000000003	0.282051282051282	979.8008	4453.64	4899		3.5	10		Navigation Systems	GO	Simrad GO9 XSE - w/ Active Imaging 3-in-1 Transducer and Halo20+ Radar bundle.	4453.64	9420064115716																																																											
		000-14875-001	GO9 XSE - w/ Active Imaging 3-in-1 Transducer + C-Map AU/NZ	1439.272	1403.2902	0.28205128205128205	395.7998	1799.09	1979		3.5	10		Navigation Systems	GO	Simrad GO9 XSE – 9’’ Multifunctional Display with built in Echosounder, GPS and Wi-Fi. Super-bright, multi-touch widescreen display with NMEA 2000 and Radar interface. Includes Active Imaging 3-in-1 transducer.	1799.09	9420024177372																																																											
		000-12364-001	OP50 Remote - Portrait	520	507	0.28205128205128205	143	650	715		1	10		Navigation Systems	Remotes	OP50 wired MFD remote controller. (Portrait mount) For use with Simrad NSS and NSO MFD systems and brings simple and precise MFD control in even the roughest sea conditions.	650	9420024141519																																																											
		000-12512-001	OP50 Remote - Landscape	508.36	495.651	0.2820512820512821	139.79900000000004	635.45	699		1	10		Navigation Systems	Remotes	OP50 wired MFD remote controller. (Landscape mount) For use with Simrad NSS and NSO MFD systems and brings simple and precise MFD control in even the roughest sea conditions.	635.45	9420024144244																																																											
		000-13892-001	MI10 MicroSD Card Reader	224.728	219.1098	0.2820512820512821	61.80020000000002	280.91	309		1	10		Navigation Systems	Remotes	MI10 Dashmount microSD card reader: Provides a dual Chart Card reader for use with NSO and Zeus MFD / MPU systems.	280.91	9420024162491																																																											
		000-12186-001	R2009 Radar Control Unit	1598.4	1558.44	0.282051282051282	439.55999999999995	1998	2198		1.5	10		Radar	R2009/R3016	R2009 is a dedicated control unit for Simrad Radars and features an integrated 9'' portrait display. R2009 offers versatile flush or bracket-mount installation options and intuitive keypad-based operation for reliable control in all conditions.	1998	9420024136829																																																											
		000-12188-001	R3016 Radar Control Unit	3441.6	3355.56	0.28205128205128205	946.44	4302	4732		1.5	10		Radar	R2009/R3016	R3016 is a dedicated control unit for Simrad Radars and features an integrated 16'' widescreen display. R3016 offers versatile flush or bracket-mount installation options and intuitive keypad-based operation for reliable control in all conditions.	4302	9420024136843																																																											
		000-15717-001	R2009 & HALO20+ Bundle	3562.9120000000003	3473.8392000000003	0.282051282051282	979.8008	4453.64	4899		6	10		Radar	R2009/R3016	Simrad R2009 HALO20+ kit is a dedicated 9" portrait Radar Control Unit and HALO20+ Pulse Compression Radar. Kit includes R2009 radar control unit, HALO20+ Radome and  Interconnection cable 20m (66 ft).	4453.64	9420064117260																																																											
		000-13958-001	O2000 Radar Controller	602.912	587.8392	0.282051282051282	165.80079999999998	753.64	829		1.5	10		Radar	R2009/R3016	O2000 Radar remote controller for R2009, R3016 and R5000 PRO radars. NMEA2000 connectivity.	753.64	9420024164778																																																											
		000-15758-001	HALO 2003	6544.72728	6381.109098	0.28205128205128205	1799.800002	8180.9091	8999		6	10		Radar	Halo Open Array	HALO 2003: 50W Pulse Compression Radar System. Comes with HALO 50W Pedestal, 3ft Antenna, RI-50 Power Supply and 20 m (65.5 ft) Cable.	8180.9091	9420064118113																																																											
		000-15759-001	HALO 2004	7053.81816	6877.472706	0.28205128205128205	1939.799994	8817.2727	9699		6	10		Radar	Halo Open Array	HALO 2004: 50W Pulse Compression Radar System. Comes with HALO 50W Pedestal, 4ft Antenna, RI-50 Power Supply and 20 m (65.5 ft) Cable.	8817.2727	9420064118120																																																											
		000-15760-001	HALO 2006	7853.81816	7657.472706	0.28205128205128205	2159.799994	9817.2727	10799		6	10		Radar	Halo Open Array	HALO 2006: 50W Pulse Compression Radar System. Comes with HALO 50W Pedestal, 6ft Antenna, RI-50 Power Supply and 20 m (65.5 ft) Cable.	9817.2727	9420064118137																																																											
		000-15947-001	HALO 200X, RI50, 10 m (33 ft) Cable. No Antenna	5890.181839999999	5742.927293999999	0.28205128205128216	1619.8000060000004	7362.7273	8099		6	10		Radar	Halo Open Array	HALO 200X: 50W Pulse Compression Radar System. Comes with RI-50 HALO 50W Pedestal, Power Supply and 10 m (33 ft) Cable. NO ANTENNA!	7362.7273	9420064128051																																																											
		000-15763-001	HALO 3004	9453.818159999999	9217.472705999999	0.2820512820512822	2599.799994000001	11817.2727	12999		6	10		Radar	Halo Open Array	HALO 3004: 130W Pulse Compression Radar System. Comes with HALO 130W Pedestal, 4ft Antenna, RI-50 Power Supply and 20 m (65.5 ft) Cable.	11817.2727	9420064118168																																																											
		000-15764-001	HALO 3006	10181.09088	9926.563608	0.28205128205128205	2799.799992	12726.3636	13999		6	10		Radar	Halo Open Array	HALO 3006: 130W Pulse Compression Radar System. Comes with HALO 130W Pedestal, 6ft Antenna, RI-50 Power Supply and 20 m (65.5 ft) Cable.	12726.3636	9420064118175																																																											
		000-15948-001	HALO 300X, RI50, 10 m (33 ft) Cable. No Antenna	8435.6364	8224.74549	0.28205128205128216	2319.800010000001	10544.5455	11599		6	10		Radar	Halo Open Array	HALO 300X: 130W Pulse Compression Radar System. Comes with HALO 130W Pedestal, RI-50 Power Supply and 10 m (33 ft) Cable. NO ANTENNA!	10544.5455	9420064128068																																																											
		000-15765-001	HALO 300X, RI50, 20 m (65.5 ft) Cable. No Antenna	8508.363679999999	8295.654588	0.28205128205128205	2339.8000119999997	10635.4546	11699		6	10		Radar	Halo Open Array	HALO 300X: 130W Pulse Compression Radar System. Comes with HALO 130W Pedestal, RI-50 Power Supply and 20 m (65.5 ft) Cable. NO ANTENNA!	10635.4546	9420064118182																																																											
																																																																													
		000-14537-001	SIMRAD HALO20 Radar	2181.088	2126.5608	0.282051282051282	599.7991999999999	2726.36	2999		6	10		Radar	Halo Dome Radars	HALO20 Radar - A cost-effective compact 20'' Radar dome. 24 NM range and 24 RPM. The perfect radar solution for budget-conscious boaters with small sportfishing vessels and dayboats.	2726.36	9420024173794																																																											
		000-14536-001	SIMRAD HALO20+ Radar	2544.728	2481.1098	0.2820512820512819	699.8001999999997	3180.91	3499		6	10		Radar	Halo Dome Radars	HALO20+ Radar - A compact 20'' powerful 25 W Solid-State Radar, delivering 60 RPM at short range and up to 36 NM range. Identify hazards in an instant with VelocityTrack™ Doppler technology and can run dual scale to identify hazards both at close and long ranges simultaneously.	3180.91	9420024173787																																																											
		000-14535-001	SIMRAD HALO24 Radar	3490.1839999999997	3402.9293999999995	0.2820512820512821	959.8006	4362.73	4799		6	10		Radar	Halo Dome Radars	HALO24 Radar - A 24'' powerful 25 W Solid-State Radar, delivering 60 RPM at short range and up to 48 NM range. Identify hazards in an instant with VelocityTrack™ Doppler technology and can run dual scale to identify hazards both at close and long ranges simultaneously.	4362.73	9420024173770																																																											
		000-11464-001	HALO Antenna - 3ft	799.27272	779.2909020000001	0.282051282051282	219.79999799999996	999.0909	1099		2	10		Radar	Radar spares	HALO Antenna Only - 3ft	999.0909	9420024128756																																																											
		000-11465-001	HALO Antenna - 4ft	1308.3600000000001	1275.651	0.282051282051282	359.799	1635.45	1799		2	10		Radar	Radar spares	HALO Antenna Only - 4ft	1635.45	9420024128763																																																											
		000-11466-001	HALO Antenna - 6ft	1934.5439999999999	1886.1804	0.282051282051282	531.9995999999999	2418.18	2660		2	10		Radar	Radar spares	HALO Antenna Only - 6ft	2418.18	9420024128770																																																											
		000-15757-001	RI-50 HALO Radar Power Supply	726.54544	708.381804	0.282051282051282	199.79999599999996	908.1818	999		1.5	10		Radar	Radar spares	RI-50: HALO Radar Power Supply for HALO 2000 & 3000 series radars	908.1818	9420064118106																																																											
		000-15762-001	HALO 200X Radar Pedestal Only	5090.181839999999	4962.927293999999	0.28205128205128216	1399.8000060000004	6362.7273	6999		2.5	10		Radar	Radar spares	HALO 200X 50W Pulse Compression Radar: Pedestal Only	6362.7273	9420064118151																																																											
		000-15766-001	HALO 300X Radar Pedestal Only	7781.090880000001	7586.563608	0.28205128205128205	2139.799992	9726.3636	10699		2.5	10		Radar	Radar spares	HALO 300X 130W Pulse Compression Radar: Pedestal Only	9726.3636	9420064118199																																																											
		000-15767-001	HALO 2000 & 3000 Power and Ethernet Cable - 10m	130.18184000000002	126.92729400000002	0.282051282051282	35.800005999999996	162.7273	179		1	10		Radar	Radar spares	HALO 2000 & 3000 Power and Ethernet Cable - 10 m (33 ft)	162.7273	9420064118205																																																											
		000-15768-001	HALO 2000 & 3000 Power and Ethernet Cable - 20m	202.90912	197.836392	0.28205128205128216	55.80000800000002	253.6364	279		1	10		Radar	Radar spares	HALO 2000 & 3000 Power and Ethernet Cable - 20 m (65.5 ft)	253.6364	9420064118212																																																											
		000-15769-001	HALO 2000 & 3000 Power and Ethernet Cable - 30m	275.6364	268.74548999999996	0.28205128205128227	75.80001000000004	344.5455	379		1	10		Radar	Radar spares	HALO 2000 & 3000 Power and Ethernet Cable - 30 m (98.5 ft)	344.5455	9420064118229																																																											
		000-10795-001	SC20 Mast Mount for HALO 20/20+	472	460.2	0.2820512820512821	129.8	590	649		1	10		Radar	Radar spares	SC20 Mast mount kit for HALO 20/20+ and Broadband Dome Radars.	590	5060114790902																																																											
		000-14551-001	HALO Dome to 3G/4G Cable Adapter	58.912	57.4392	0.28205128205128205	16.2008	73.64	81		0.5	10		Radar	Radar spares	Enables re-use of the existing BR24/3G/4G cable onboard when upgrading to a HALO Dome radar.	73.64	9420024173930																																																											
		000-14547-001	5m Cable for HALO Dome Radar / Nemesis™ (16.5 ft)	79.272	77.2902	0.2820512820512821	21.799800000000005	99.09	109		0.5	10		Radar	Radar spares	Power / Ethernet cable, 5 m (16.5 ft) for HALO dome radars and B&G Nemesis displays	99.09	9420024173893																																																											
		000-14548-001	10m Cable for HALO Dome Radar / Nemesis™ (33 ft)	122.91199999999999	119.83919999999999	0.28205128205128205	33.800799999999995	153.64	169		0.5	10		Radar	Radar spares	Power / Ethernet cable, 10 m (33 ft) for HALO dome radars and B&G Nemesis displays	153.64	9420024173909																																																											
		000-14549-001	20m Cable for HALO Dome Radar / Nemesis™ (65.5 ft)	210.18400000000003	204.92940000000002	0.28205128205128205	57.8006	262.73	289		0.5	10		Radar	Radar spares	Power / Ethernet cable, 20 m (65.5 ft) for HALO dome radars and B&G Nemesis displays	262.73	9420024173916																																																											
		000-14550-001	30m Cable for HALO Dome Radar / Nemesis™ (98.5 ft)	282.912	275.8392	0.282051282051282	77.80079999999998	353.64	389		0.5	10		Radar	Radar spares	Power / Ethernet cable, 30 m (98.5 ft) for HALO dome radars and B&G Nemesis displays	353.64	9420024173923																																																											
		000-10904-001	CABLE,BB RADAR,EXT EXTENSION,2M	70.54400000000001	68.78040000000001	0.2820512820512819	19.399599999999992	88.18	97		0.25	10		Radar	Radar spares	CABLE,BB RADAR,EXT EXTENSION,2M	88.18	9420024121009																																																											
